compressor_library,compressor_codec,compressor_version,compressor_flags,compression_speed,decompression_speed,original_size,compressed_size,compression_ratio,dataset
csc,csc,2016-10-13,-2,13.56,40.35,4227,1950,46.13,canterbury/xargs.1
csc,csc,2016-10-13,-3,6.83,40.32,4227,1947,46.06,canterbury/xargs.1
csc,csc,2016-10-13,-4,5.5,40.52,4227,1934,45.75,canterbury/xargs.1
csc,csc,2016-10-13,-5,5.33,40.65,4227,1934,45.75,canterbury/xargs.1
density,density,0.14.2,-1,435.15,385.57,4227,3781,89.45,canterbury/xargs.1
density,density,0.14.2,-2,169.96,172.43,4227,3785,89.54,canterbury/xargs.1
density,density,0.14.2,-3,63.11,61.57,4227,3661,86.61,canterbury/xargs.1
fastlz,fastlz,0.1,-1,517.44,1056.75,4227,2463,58.27,canterbury/xargs.1
fastlz,fastlz,0.1,-2,489.24,975.31,4227,2463,58.27,canterbury/xargs.1
gipfeli,gipfeli,2016-07-13,,335.48,592.02,4227,2213,52.35,canterbury/xargs.1
lz4,lz4,1.8.3,,656.37,2261.64,4227,2658,62.88,canterbury/xargs.1
lz4fast,lz4fast,1.8.3,-10,1654.4,4002.84,4227,3683,87.13,canterbury/xargs.1
lz4fast,lz4fast,1.8.3,-20,2976.76,5496.75,4227,4148,98.13,canterbury/xargs.1
lz4fast,lz4fast,1.8.3,-30,3381.6,5511.08,4227,4178,98.84,canterbury/xargs.1
lz4fast,lz4fast,1.8.3,-40,3760.68,5887.19,4227,4200,99.36,canterbury/xargs.1
lz4fast,lz4fast,1.8.3,-50,4540.28,6952.3,4227,4220,99.83,canterbury/xargs.1
lz4fast,lz4fast,1.8.3,-60,3906.65,8207.77,4227,4227,100,canterbury/xargs.1
lz4fast,lz4fast,1.8.3,-70,5296.99,7915.73,4227,4245,100.43,canterbury/xargs.1
lz4fast,lz4fast,1.8.3,-80,4808.87,6806.76,4227,4243,100.38,canterbury/xargs.1
lz4fast,lz4fast,1.8.3,-90,5433.16,7915.73,4227,4245,100.43,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-1,136.32,2541.79,4227,2429,57.46,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-2,135.82,2541.79,4227,2429,57.46,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-3,133.05,2551,4227,2416,57.16,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-4,128.97,2547.92,4227,2410,57.01,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-5,126.79,2551,4227,2410,57.01,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-6,125.62,2549.46,4227,2410,57.01,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-7,125.34,2543.32,4227,2410,57.01,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-8,125.17,2549.46,4227,2410,57.01,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-9,125.64,2546.39,4227,2410,57.01,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-10,56.22,2560.27,4227,2404,56.87,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-11,56.4,2561.82,4227,2404,56.87,canterbury/xargs.1
lz4hc,lz4hc,1.8.3,-12,37.34,2513.08,4227,2401,56.8,canterbury/xargs.1
lzf,lzf,3.6,-0,316.2,777.02,4227,2522,59.66,canterbury/xargs.1
lzf,lzf,3.6,-1,304.3,807.91,4227,2441,57.75,canterbury/xargs.1
lzfse,lzfse,2017-03-08,,40.05,347.73,4227,1863,44.07,canterbury/xargs.1
lzg,lzg,1.0.8,-1,2.79,910.8,4227,2456,58.1,canterbury/xargs.1
lzg,lzg,1.0.8,-2,2.78,966.61,4227,2392,56.59,canterbury/xargs.1
lzg,lzg,1.0.8,-3,2.77,958.72,4227,2392,56.59,canterbury/xargs.1
lzg,lzg,1.0.8,-4,2.77,974.64,4227,2392,56.59,canterbury/xargs.1
lzg,lzg,1.0.8,-5,2.76,965.73,4227,2392,56.59,canterbury/xargs.1
lzg,lzg,1.0.8,-6,2.74,970.83,4227,2392,56.59,canterbury/xargs.1
lzg,lzg,1.0.8,-7,2.71,960.03,4227,2392,56.59,canterbury/xargs.1
lzg,lzg,1.0.8,-8,2.65,965.73,4227,2392,56.59,canterbury/xargs.1
lzg,lzg,1.0.8,-9,2.51,969.72,4227,2392,56.59,canterbury/xargs.1
lzham,lzham,1.0,-d26,6.35,40.71,4227,2034,48.12,canterbury/xargs.1
lzham,lzham,1.0,-d26,4.84,43.09,4227,1958,46.32,canterbury/xargs.1
lzham,lzham,1.0,-d26,4.77,43.04,4227,1958,46.32,canterbury/xargs.1
lzham,lzham,1.0,-d26,4.74,43.11,4227,1958,46.32,canterbury/xargs.1
lzham,lzham,1.0,-d26,4.74,43.12,4227,1958,46.32,canterbury/xargs.1
lzjb,lzjb,2010,,451.65,1007.15,4227,2782,65.82,canterbury/xargs.1
lzlib,lzlib,1.8,-0,5.59,38.54,4227,1789,42.32,canterbury/xargs.1
lzlib,lzlib,1.8,-1,9.02,37.55,4227,1845,43.65,canterbury/xargs.1
lzlib,lzlib,1.8,-2,8.15,37.73,4227,1833,43.36,canterbury/xargs.1
lzlib,lzlib,1.8,-3,7.21,38.07,4227,1811,42.84,canterbury/xargs.1
lzlib,lzlib,1.8,-4,6.08,38.25,4227,1794,42.44,canterbury/xargs.1
lzlib,lzlib,1.8,-5,5.27,38.63,4227,1785,42.23,canterbury/xargs.1
lzlib,lzlib,1.8,-6,4.93,38.55,4227,1782,42.16,canterbury/xargs.1
lzlib,lzlib,1.8,-7,4.75,38.72,4227,1779,42.09,canterbury/xargs.1
lzlib,lzlib,1.8,-8,4.64,38.69,4227,1779,42.09,canterbury/xargs.1
lzlib,lzlib,1.8,-9,4.41,38.68,4227,1779,42.09,canterbury/xargs.1
lzma,lzma,16.04,-0,18.88,54.12,4227,1799,42.56,canterbury/xargs.1
lzma,lzma,16.04,-1,18.89,54.15,4227,1799,42.56,canterbury/xargs.1
lzma,lzma,16.04,-2,18.32,54.12,4227,1799,42.56,canterbury/xargs.1
lzma,lzma,16.04,-3,15.32,54.13,4227,1799,42.56,canterbury/xargs.1
lzma,lzma,16.04,-4,7.45,54.33,4227,1799,42.56,canterbury/xargs.1
lzma,lzma,16.04,-5,0.28,55.49,4227,1752,41.45,canterbury/xargs.1
lzma,lzma,16.04,-6,0.15,55.55,4227,1752,41.45,canterbury/xargs.1
lzma,lzma,16.04,-7,0.15,56.07,4227,1753,41.47,canterbury/xargs.1
lzma,lzma,16.04,-8,0.15,56.04,4227,1753,41.47,canterbury/xargs.1
lzma,lzma,16.04,-9,0.15,56.04,4227,1753,41.47,canterbury/xargs.1
lzmat,lzmat,1.01,,107.08,454.86,4227,2105,49.8,canterbury/xargs.1
lzo,lzo1,2.09,-1,579.52,935.18,4227,2556,60.47,canterbury/xargs.1
lzo,lzo1,2.09,-99,97.88,991.79,4227,2312,54.7,canterbury/xargs.1
lzo,lzo1a,2.09,-1,533.51,1207.02,4227,2530,59.85,canterbury/xargs.1
lzo,lzo1a,2.09,-99,94.92,1229.49,4227,2293,54.25,canterbury/xargs.1
lzo,lzo1b,2.09,-1,422.7,1686.75,4227,2539,60.07,canterbury/xargs.1
lzo,lzo1b,2.09,-2,419.39,1704.44,4227,2509,59.36,canterbury/xargs.1
lzo,lzo1b,2.09,-3,388.4,1702.38,4227,2499,59.12,canterbury/xargs.1
lzo,lzo1b,2.09,-4,404.27,1560.93,4227,2428,57.44,canterbury/xargs.1
lzo,lzo1b,2.09,-5,382.85,1572.54,4227,2425,57.37,canterbury/xargs.1
lzo,lzo1b,2.09,-6,356.95,1598.11,4227,2392,56.59,canterbury/xargs.1
lzo,lzo1b,2.09,-7,269.82,1612.74,4227,2373,56.14,canterbury/xargs.1
lzo,lzo1b,2.09,-8,276.08,1618.92,4227,2362,55.88,canterbury/xargs.1
lzo,lzo1b,2.09,-9,209.56,1627.02,4227,2322,54.93,canterbury/xargs.1
lzo,lzo1b,2.09,-99,99.4,1647.31,4227,2301,54.44,canterbury/xargs.1
lzo,lzo1b,2.09,-999,65.17,1690.12,4227,2224,52.61,canterbury/xargs.1
lzo,lzo1c,2.09,-1,599.66,1829.08,4227,2523,59.69,canterbury/xargs.1
lzo,lzo1c,2.09,-2,507.81,1835.43,4227,2492,58.95,canterbury/xargs.1
lzo,lzo1c,2.09,-3,474.52,1833.84,4227,2482,58.72,canterbury/xargs.1
lzo,lzo1c,2.09,-4,475.91,1729.54,4227,2413,57.09,canterbury/xargs.1
lzo,lzo1c,2.09,-5,452.42,1721.79,4227,2409,56.99,canterbury/xargs.1
lzo,lzo1c,2.09,-6,365.34,1727.42,4227,2378,56.26,canterbury/xargs.1
lzo,lzo1c,2.09,-7,187.09,1749.59,4227,2351,55.62,canterbury/xargs.1
lzo,lzo1c,2.09,-8,199.66,1758.32,4227,2343,55.43,canterbury/xargs.1
lzo,lzo1c,2.09,-9,261.15,1764.19,4227,2307,54.58,canterbury/xargs.1
lzo,lzo1c,2.09,-99,120.88,1766.4,4227,2288,54.13,canterbury/xargs.1
lzo,lzo1c,2.09,-999,61.33,1824.34,4227,2202,52.09,canterbury/xargs.1
lzo,lzo1f,2.09,-1,529.63,1395.51,4227,2441,57.75,canterbury/xargs.1
lzo,lzo1f,2.09,-999,54.42,1433.37,4227,2110,49.92,canterbury/xargs.1
lzo,lzo1x,2.09,-1,612.08,1459.1,4227,2460,58.2,canterbury/xargs.1
lzo,lzo1x,2.09,-11,646.82,1467.71,4227,2509,59.36,canterbury/xargs.1
lzo,lzo1x,2.09,-12,635.73,1449.59,4227,2489,58.88,canterbury/xargs.1
lzo,lzo1x,2.09,-15,635.26,1449.09,4227,2468,58.39,canterbury/xargs.1
lzo,lzo1x,2.09,-999,21.77,1239.95,4227,2060,48.73,canterbury/xargs.1
lzo,lzo1y,2.09,-1,612.79,1424.19,4227,2485,58.79,canterbury/xargs.1
lzo,lzo1y,2.09,-999,21.29,1188.36,4227,2073,49.04,canterbury/xargs.1
lzo,lzo1z,2.09,-999,21.33,1240.32,4227,2060,48.73,canterbury/xargs.1
lzo,lzo2a,2.09,-999,46.43,809.77,4227,2025,47.91,canterbury/xargs.1
lzrw,lzrw,15-Jul-1991,-1,578.88,918.31,4227,2465,58.32,canterbury/xargs.1
lzrw,lzrw,15-Jul-1991,-2,686.09,1186.69,4227,2465,58.32,canterbury/xargs.1
lzrw,lzrw,15-Jul-1991,-3,602.57,1048.1,4227,2465,58.32,canterbury/xargs.1
lzrw,lzrw,15-Jul-1991,-4,468.73,627.15,4227,2464,58.29,canterbury/xargs.1
lzrw,lzrw,15-Jul-1991,-5,171.47,617.89,4227,2336,55.26,canterbury/xargs.1
lzvn,lzvn,2017-03-08,,46.32,1261.79,4227,2156,51.01,canterbury/xargs.1
quicklz,quicklz,1.5.0,-1,210.38,418.35,4227,2472,58.48,canterbury/xargs.1
quicklz,quicklz,1.5.0,-2,180.17,372.46,4227,2358,55.78,canterbury/xargs.1
quicklz,quicklz,1.5.0,-3,100.79,926.36,4227,2201,52.07,canterbury/xargs.1
shrinker,shrinker,0.1,,677.3,1878.67,4227,2508,59.33,canterbury/xargs.1
slz,slz_deflate,1.0.0,-1,395.64,468.05,4227,2403,56.85,canterbury/xargs.1
slz,slz_deflate,1.0.0,-2,396.01,468.31,4227,2403,56.85,canterbury/xargs.1
slz,slz_deflate,1.0.0,-3,395.56,470.08,4227,2403,56.85,canterbury/xargs.1
slz,slz_gzip,1.0.0,-1,337.97,422.7,4227,2409,56.99,canterbury/xargs.1
slz,slz_gzip,1.0.0,-2,337.51,422.7,4227,2409,56.99,canterbury/xargs.1
slz,slz_gzip,1.0.0,-3,337.57,422.7,4227,2409,56.99,canterbury/xargs.1
slz,slz_zlib,1.0.0,-1,303.29,356.89,4227,2421,57.27,canterbury/xargs.1
slz,slz_zlib,1.0.0,-2,302.32,356.35,4227,2421,57.27,canterbury/xargs.1
slz,slz_zlib,1.0.0,-3,303.05,356.68,4227,2421,57.27,canterbury/xargs.1
snappy,snappy,1.1.4,,563.37,1432.4,4227,2503,59.21,canterbury/xargs.1
wflz,wflz,2015-09-16,,25.22,1809.5,4227,2998,70.93,canterbury/xargs.1
xpack,xpack,2016-06-02,-1,101.12,393.28,4227,1859,43.98,canterbury/xargs.1
xpack,xpack,2016-06-02,-2,100,406.64,4227,1812,42.87,canterbury/xargs.1
xpack,xpack,2016-06-02,-3,98.96,414.98,4227,1797,42.51,canterbury/xargs.1
xpack,xpack,2016-06-02,-4,81.18,422.7,4227,1781,42.13,canterbury/xargs.1
xpack,xpack,2016-06-02,-5,79.09,449.3,4227,1769,41.85,canterbury/xargs.1
xpack,xpack,2016-06-02,-6,78.02,452.23,4227,1767,41.8,canterbury/xargs.1
xpack,xpack,2016-06-02,-7,77.59,453.05,4227,1765,41.76,canterbury/xargs.1
xpack,xpack,2016-06-02,-8,77.53,453.01,4227,1765,41.76,canterbury/xargs.1
xpack,xpack,2016-06-02,-9,77.51,453.25,4227,1765,41.76,canterbury/xargs.1
xz,xz,5.2.3,-0,16.92,49.38,4227,1839,43.51,canterbury/xargs.1
xz,xz,5.2.3,-1,13.71,50.6,4227,1817,42.99,canterbury/xargs.1
xz,xz,5.2.3,-2,10.56,51.02,4227,1811,42.84,canterbury/xargs.1
xz,xz,5.2.3,-3,6.94,50.95,4227,1811,42.84,canterbury/xargs.1
xz,xz,5.2.3,-4,4.34,51.48,4227,1774,41.97,canterbury/xargs.1
xz,xz,5.2.3,-5,2.2,51.68,4227,1766,41.78,canterbury/xargs.1
xz,xz,5.2.3,-6,2.19,51.76,4227,1766,41.78,canterbury/xargs.1
xz,xz,5.2.3,-7,0.76,51.98,4227,1766,41.78,canterbury/xargs.1
xz,xz,5.2.3,-8,0.73,51.89,4227,1766,41.78,canterbury/xargs.1
xz,xz,5.2.3,-9,0.74,46.47,4227,1766,41.78,canterbury/xargs.1
zlib,zlib,1.2.11,-1,98.19,363.99,4227,1852,43.81,canterbury/xargs.1
zlib,zlib,1.2.11,-2,92.4,368.05,4227,1826,43.2,canterbury/xargs.1
zlib,zlib,1.2.11,-3,87.53,371.74,4227,1814,42.91,canterbury/xargs.1
zlib,zlib,1.2.11,-4,69.87,379.68,4227,1755,41.52,canterbury/xargs.1
zlib,zlib,1.2.11,-5,56.35,382.74,4227,1736,41.07,canterbury/xargs.1
zlib,zlib,1.2.11,-6,55.68,382.08,4227,1736,41.07,canterbury/xargs.1
zlib,zlib,1.2.11,-7,54.84,382.6,4227,1736,41.07,canterbury/xargs.1
zlib,zlib,1.2.11,-8,54.87,382.98,4227,1736,41.07,canterbury/xargs.1
zlib,zlib,1.2.11,-9,54.85,383.75,4227,1736,41.07,canterbury/xargs.1
zstd,zstd,1.3.4,-1,246.52,487.21,4227,1900,44.95,canterbury/xargs.1
zstd,zstd,1.3.4,-2,219.28,425.59,4227,1850,43.77,canterbury/xargs.1
zstd,zstd,1.3.4,-3,199.37,446.26,4227,1804,42.68,canterbury/xargs.1
zstd,zstd,1.3.4,-4,123.08,449.16,4227,1760,41.64,canterbury/xargs.1
zstd,zstd,1.3.4,-5,104.51,453.05,4227,1746,41.31,canterbury/xargs.1
zstd,zstd,1.3.4,-6,81.75,459.06,4227,1744,41.26,canterbury/xargs.1
zstd,zstd,1.3.4,-7,80.15,460.91,4227,1743,41.23,canterbury/xargs.1
zstd,zstd,1.3.4,-8,79.65,460.41,4227,1743,41.23,canterbury/xargs.1
zstd,zstd,1.3.4,-9,36.6,460.41,4227,1742,41.21,canterbury/xargs.1
zstd,zstd,1.3.4,-10,19.37,440.31,4227,1758,41.59,canterbury/xargs.1
zstd,zstd,1.3.4,-11,17.13,444.76,4227,1739,41.14,canterbury/xargs.1
zstd,zstd,1.3.4,-12,14.24,443.27,4227,1732,40.97,canterbury/xargs.1
zstd,zstd,1.3.4,-13,13.39,445.04,4227,1730,40.93,canterbury/xargs.1
zstd,zstd,1.3.4,-14,13.09,444.81,4227,1730,40.93,canterbury/xargs.1
zstd,zstd,1.3.4,-15,13.1,445.13,4227,1730,40.93,canterbury/xargs.1
zstd,zstd,1.3.4,-16,13.09,445.23,4227,1730,40.93,canterbury/xargs.1
zstd,zstd,1.3.4,-17,13.1,445.23,4227,1730,40.93,canterbury/xargs.1
zstd,zstd,1.3.4,-18,13.09,444.2,4227,1730,40.93,canterbury/xargs.1
zstd,zstd,1.3.4,-19,13.1,445.13,4227,1730,40.93,canterbury/xargs.1
zstd,zstd,1.3.4,-20,11.66,441.23,4227,1735,41.05,canterbury/xargs.1
zstd,zstd,1.3.4,-21,11.65,441.14,4227,1735,41.05,canterbury/xargs.1
zstd,zstd,1.3.4,-22,11.65,439.99,4227,1735,41.05,canterbury/xargs.1
zstd_fast,zstd_fast,1.3.4,--5,628.08,1432.4,4227,3365,79.61,canterbury/xargs.1
zstd_fast,zstd_fast,1.3.4,--4,583.28,1360.91,4227,3225,76.3,canterbury/xargs.1
zstd_fast,zstd_fast,1.3.4,--3,494.56,1176.45,4227,2943,69.62,canterbury/xargs.1
zstd_fast,zstd_fast,1.3.4,--2,422.7,1063.4,4227,2768,65.48,canterbury/xargs.1
zstd_fast,zstd_fast,1.3.4,--1,337.43,858.45,4227,2397,56.71,canterbury/xargs.1
brotli,brotli,1.0.7,-0,591.86,713.28,174449,29102,16.68,monitorware/access_log
brotli,brotli,1.0.7,-1,310.07,673.18,174449,25746,14.76,monitorware/access_log
brotli,brotli,1.0.7,-2,203.11,751.37,174449,23653,13.56,monitorware/access_log
brotli,brotli,1.0.7,-3,177.59,823.7,174449,22787,13.06,monitorware/access_log
brotli,brotli,1.0.7,-4,140.64,859.28,174449,21896,12.55,monitorware/access_log
brotli,brotli,1.0.7,-5,75.04,870.75,174449,19967,11.45,monitorware/access_log
brotli,brotli,1.0.7,-6,67.46,891.44,174449,19600,11.24,monitorware/access_log
brotli,brotli,1.0.7,-7,28.15,900.84,174449,19346,11.09,monitorware/access_log
brotli,brotli,1.0.7,-8,43.29,905.98,174449,19174,10.99,monitorware/access_log
brotli,brotli,1.0.7,-9,11.84,905.07,174449,19056,10.92,monitorware/access_log
brotli,brotli,1.0.7,-10,2.24,766.77,174449,16816,9.64,monitorware/access_log
brotli,brotli,1.0.7,-11,0.75,781.43,174449,16492,9.45,monitorware/access_log
crush,crush,1.0,-0,19.35,563.74,174449,26746,15.33,monitorware/access_log
crush,crush,1.0,-1,15.33,624.7,174449,24411,13.99,monitorware/access_log
crush,crush,1.0,-2,7.7,638.94,174449,23578,13.52,monitorware/access_log
csc,csc,2016-10-13,-1,44.98,134.13,174449,22439,12.86,monitorware/access_log
csc,csc,2016-10-13,-2,34.28,144.78,174449,21079,12.08,monitorware/access_log
csc,csc,2016-10-13,-3,26.11,136.1,174449,21986,12.6,monitorware/access_log
csc,csc,2016-10-13,-4,16.36,143.3,174449,20504,11.75,monitorware/access_log
csc,csc,2016-10-13,-5,5.02,152.88,174449,18378,10.53,monitorware/access_log
density,density,0.14.2,-1,1232.31,1705.67,174449,104203,59.73,monitorware/access_log
density,density,0.14.2,-2,660.58,1183.94,174449,53097,30.44,monitorware/access_log
density,density,0.14.2,-3,380.92,397.66,174449,45247,25.94,monitorware/access_log
fastlz,fastlz,0.1,-1,544.41,866.56,174449,40061,22.96,monitorware/access_log
fastlz,fastlz,0.1,-2,540.72,871.67,174449,36751,21.07,monitorware/access_log
gipfeli,gipfeli,2016-07-13,,583.8,786.4,174449,31882,18.28,monitorware/access_log
lz4,lz4,1.8.3,,826.1,2846.15,174449,36729,21.05,monitorware/access_log
lz4fast,lz4fast,1.8.3,-10,888.81,2817.19,174449,44513,25.52,monitorware/access_log
lz4fast,lz4fast,1.8.3,-20,944.58,2875.14,174449,52742,30.23,monitorware/access_log
lz4fast,lz4fast,1.8.3,-30,1042.43,3127.22,174449,64177,36.79,monitorware/access_log
lz4fast,lz4fast,1.8.3,-40,1244.88,3561.35,174449,82152,47.09,monitorware/access_log
lz4fast,lz4fast,1.8.3,-50,1319.85,3832.95,174449,90133,51.67,monitorware/access_log
lz4fast,lz4fast,1.8.3,-60,1474.76,4229.78,174449,100164,57.42,monitorware/access_log
lz4fast,lz4fast,1.8.3,-70,1598.67,4791.5,174449,106878,61.27,monitorware/access_log
lz4fast,lz4fast,1.8.3,-80,1791.85,5292.43,174449,114322,65.53,monitorware/access_log
lz4fast,lz4fast,1.8.3,-90,2000.58,5842.82,174449,123779,70.95,monitorware/access_log
lz4hc,lz4hc,1.8.3,-1,189.91,3577.63,174449,28047,16.08,monitorware/access_log
lz4hc,lz4hc,1.8.3,-2,189.97,3577.63,174449,28047,16.08,monitorware/access_log
lz4hc,lz4hc,1.8.3,-3,159.47,3745.71,174449,27323,15.66,monitorware/access_log
lz4hc,lz4hc,1.8.3,-4,133.29,3783.9,174449,26924,15.43,monitorware/access_log
lz4hc,lz4hc,1.8.3,-5,112.08,3852.08,174449,26734,15.32,monitorware/access_log
lz4hc,lz4hc,1.8.3,-6,94.7,3850.12,174449,26613,15.26,monitorware/access_log
lz4hc,lz4hc,1.8.3,-7,81.13,3852.59,174449,26545,15.22,monitorware/access_log
lz4hc,lz4hc,1.8.3,-8,71,3855.48,174449,26502,15.19,monitorware/access_log
lz4hc,lz4hc,1.8.3,-9,62.83,3859.66,174449,26490,15.18,monitorware/access_log
lz4hc,lz4hc,1.8.3,-10,36.64,3760.08,174449,26491,15.19,monitorware/access_log
lz4hc,lz4hc,1.8.3,-11,16.23,3853.1,174449,26169,15,monitorware/access_log
lz4hc,lz4hc,1.8.3,-12,19.63,3802.37,174449,26155,14.99,monitorware/access_log
lz4hc,lz4hc,1.8.3,-1,189.92,3574.48,174449,28047,16.08,monitorware/access_log
lz4hc,lz4hc,1.8.3,-2,189.84,3584.84,174449,28047,16.08,monitorware/access_log
lz4hc,lz4hc,1.8.3,-3,159.27,3749.74,174449,27323,15.66,monitorware/access_log
lz4hc,lz4hc,1.8.3,-4,132.91,3793.69,174449,26924,15.43,monitorware/access_log
lz4hc,lz4hc,1.8.3,-5,111.66,3842.83,174449,26734,15.32,monitorware/access_log
lz4hc,lz4hc,1.8.3,-6,94.37,3836.74,174449,26613,15.26,monitorware/access_log
lz4hc,lz4hc,1.8.3,-7,80.82,3840.63,174449,26545,15.22,monitorware/access_log
lz4hc,lz4hc,1.8.3,-8,70.65,3846.22,174449,26502,15.19,monitorware/access_log
lz4hc,lz4hc,1.8.3,-9,62.56,3864.88,174449,26490,15.18,monitorware/access_log
lz4hc,lz4hc,1.8.3,-10,36.51,3756.28,174449,26491,15.19,monitorware/access_log
lz4hc,lz4hc,1.8.3,-11,16.26,3843.59,174449,26169,15,monitorware/access_log
lz4hc,lz4hc,1.8.3,-12,19.61,3800.88,174449,26155,14.99,monitorware/access_log
lzf,lzf,3.6,-0,499.37,1219.56,174449,41008,23.51,monitorware/access_log
lzf,lzf,3.6,-1,529.45,1253.11,174449,39665,22.74,monitorware/access_log
lzfse,lzfse,2017-03-08,,80.1,1387.54,174449,22822,13.08,monitorware/access_log
lzg,lzg,1.0.8,-1,33.93,900.73,174449,44365,25.43,monitorware/access_log
lzg,lzg,1.0.8,-2,31.89,884.8,174449,40854,23.42,monitorware/access_log
lzg,lzg,1.0.8,-3,29.79,880.67,174449,37989,21.78,monitorware/access_log
lzg,lzg,1.0.8,-4,27.44,902.15,174449,35264,20.21,monitorware/access_log
lzg,lzg,1.0.8,-5,24.66,925.26,174449,33392,19.14,monitorware/access_log
lzg,lzg,1.0.8,-6,22.06,950.78,174449,32115,18.41,monitorware/access_log
lzg,lzg,1.0.8,-7,17.66,971.98,174449,31223,17.9,monitorware/access_log
lzg,lzg,1.0.8,-8,15.19,978.76,174449,30990,17.76,monitorware/access_log
lzg,lzg,1.0.8,-9,8.83,985.4,174449,30789,17.65,monitorware/access_log
lzham,lzham,1.0,-d26,12.31,286.9,174449,24083,13.81,monitorware/access_log
lzham,lzham,1.0,-d26,5.07,327.67,174449,20995,12.04,monitorware/access_log
lzham,lzham,1.0,-d26,4.54,326.2,174449,20465,11.73,monitorware/access_log
lzham,lzham,1.0,-d26,3.71,326.5,174449,19184,11,monitorware/access_log
lzham,lzham,1.0,-d26,2.96,326.71,174449,18988,10.88,monitorware/access_log
lzjb,lzjb,2010,,475.16,798.49,174449,53705,30.79,monitorware/access_log
lzlib,lzlib,1.8,-0,62.29,103.2,174449,22650,12.98,monitorware/access_log
lzlib,lzlib,1.8,-1,26.21,100.8,174449,23219,13.31,monitorware/access_log
lzlib,lzlib,1.8,-2,23.3,102.39,174449,22459,12.87,monitorware/access_log
lzlib,lzlib,1.8,-3,19.78,104.41,174449,21778,12.48,monitorware/access_log
lzlib,lzlib,1.8,-4,15.26,107.79,174449,20827,11.94,monitorware/access_log
lzlib,lzlib,1.8,-5,10.38,111.39,174449,19627,11.25,monitorware/access_log
lzlib,lzlib,1.8,-6,6.9,114.86,174449,18136,10.4,monitorware/access_log
lzlib,lzlib,1.8,-7,4.04,117.53,174449,16951,9.72,monitorware/access_log
lzlib,lzlib,1.8,-8,2.96,118.7,174449,16564,9.5,monitorware/access_log
lzlib,lzlib,1.8,-9,2.74,118.74,174449,16571,9.5,monitorware/access_log
lzma,lzma,16.04,-0,49.44,136.38,174449,22397,12.84,monitorware/access_log
lzma,lzma,16.04,-1,49.82,154.72,174449,20729,11.88,monitorware/access_log
lzma,lzma,16.04,-2,49.52,159.37,174449,20379,11.68,monitorware/access_log
lzma,lzma,16.04,-3,48.95,159.49,174449,20380,11.68,monitorware/access_log
lzma,lzma,16.04,-4,42.74,159.44,174449,20380,11.68,monitorware/access_log
lzma,lzma,16.04,-5,4.86,164.32,174449,18526,10.62,monitorware/access_log
lzma,lzma,16.04,-6,3.49,164.35,174449,18526,10.62,monitorware/access_log
lzma,lzma,16.04,-7,2.59,171.33,174449,16977,9.73,monitorware/access_log
lzma,lzma,16.04,-8,2.59,171.33,174449,16977,9.73,monitorware/access_log
lzma,lzma,16.04,-9,2.59,171.38,174449,16977,9.73,monitorware/access_log
lzmat,lzmat,1.01,,75.38,524.38,174449,26694,15.3,monitorware/access_log
lzo,lzo1,2.09,-1,526.82,857.16,174449,40590,23.27,monitorware/access_log
lzo,lzo1,2.09,-99,183.15,906.37,174449,36647,21.01,monitorware/access_log
lzo,lzo1a,2.09,-1,521.92,900.69,174449,40474,23.2,monitorware/access_log
lzo,lzo1a,2.09,-99,183.71,947.37,174449,36545,20.95,monitorware/access_log
lzo,lzo1b,2.09,-1,520.7,1180.3,174449,35780,20.51,monitorware/access_log
lzo,lzo1b,2.09,-2,517.3,1191.72,174449,35295,20.23,monitorware/access_log
lzo,lzo1b,2.09,-3,497.43,1195.65,174449,35070,20.1,monitorware/access_log
lzo,lzo1b,2.09,-4,468.76,1154.96,174449,35363,20.27,monitorware/access_log
lzo,lzo1b,2.09,-5,459.01,1163.65,174449,34902,20.01,monitorware/access_log
lzo,lzo1b,2.09,-6,432.7,1173.67,174449,34436,19.74,monitorware/access_log
lzo,lzo1b,2.09,-7,356.13,1179.43,174449,34893,20,monitorware/access_log
lzo,lzo1b,2.09,-8,326.68,1184.01,174449,34400,19.72,monitorware/access_log
lzo,lzo1b,2.09,-9,252.58,1226.43,174449,32862,18.84,monitorware/access_log
lzo,lzo1b,2.09,-99,208.41,1337.57,174449,29950,17.17,monitorware/access_log
lzo,lzo1b,2.09,-999,35.22,1518.44,174449,26880,15.41,monitorware/access_log
lzo,lzo1c,2.09,-1,568.46,1155.97,174449,38000,21.78,monitorware/access_log
lzo,lzo1c,2.09,-2,532.4,1167.62,174449,37280,21.37,monitorware/access_log
lzo,lzo1c,2.09,-3,518.24,1167.09,174449,36973,21.19,monitorware/access_log
