Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename
lzg 1.0.8 -4,3.49,581.90,38240,17264,45.15,../web/corpus/canterbury/sum
lzg 1.0.8 -5,3.47,585.37,38240,17162,44.88,../web/corpus/canterbury/sum
lzg 1.0.8 -6,3.51,585.66,38240,17155,44.86,../web/corpus/canterbury/sum
lzg 1.0.8 -7,3.45,587.45,38240,17113,44.75,../web/corpus/canterbury/sum
lzg 1.0.8 -8,3.37,589.50,38240,17019,44.51,../web/corpus/canterbury/sum
lzg 1.0.8 -9,2.82,594.39,38240,16926,44.26,../web/corpus/canterbury/sum
lzham 1.0 -d26 -0,9.05,91.82,38240,11638,30.43,../web/corpus/canterbury/sum
lzham 1.0 -d26 -1,5.38,96.05,38240,10948,28.63,../web/corpus/canterbury/sum
lzham 1.0 -d26 -2,5.20,96.08,38240,10974,28.70,../web/corpus/canterbury/sum
lzham 1.0 -d26 -3,4.83,96.12,38240,10965,28.67,../web/corpus/canterbury/sum
lzham 1.0 -d26 -4,4.34,96.50,38240,10987,28.73,../web/corpus/canterbury/sum
lzjb 2010,248.77,453.82,38240,22885,59.85,../web/corpus/canterbury/sum
lzlib 1.8 -0,5.25,52.31,38240,9463,24.75,../web/corpus/canterbury/sum
lzlib 1.8 -1,11.99,49.47,38240,10695,27.97,../web/corpus/canterbury/sum
lzlib 1.8 -2,10.69,49.62,38240,10482,27.41,../web/corpus/canterbury/sum
lzlib 1.8 -3,7.44,50.37,38240,10068,26.33,../web/corpus/canterbury/sum
lzlib 1.8 -4,5.50,51.49,38240,9518,24.89,../web/corpus/canterbury/sum
lzlib 1.8 -5,4.85,51.48,38240,9458,24.73,../web/corpus/canterbury/sum
lzlib 1.8 -6,4.59,51.49,38240,9447,24.70,../web/corpus/canterbury/sum
lzlib 1.8 -7,4.23,51.70,38240,9417,24.63,../web/corpus/canterbury/sum
lzlib 1.8 -8,3.96,51.85,38240,9404,24.59,../web/corpus/canterbury/sum
lzlib 1.8 -9,3.44,51.74,38240,9414,24.62,../web/corpus/canterbury/sum
lzma 16.04 -0,25.17,67.25,38240,10282,26.89,../web/corpus/canterbury/sum
lzma 16.04 -1,24.90,67.91,38240,10229,26.75,../web/corpus/canterbury/sum
lzma 16.04 -2,24.97,67.90,38240,10229,26.75,../web/corpus/canterbury/sum
lzma 16.04 -3,23.65,67.94,38240,10229,26.75,../web/corpus/canterbury/sum
lzma 16.04 -4,15.76,67.93,38240,10229,26.75,../web/corpus/canterbury/sum
lzma 16.04 -5,1.62,70.39,38240,9422,24.64,../web/corpus/canterbury/sum
lzma 16.04 -6,0.97,70.48,38240,9422,24.64,../web/corpus/canterbury/sum
lzma 16.04 -7,0.95,70.22,38240,9413,24.62,../web/corpus/canterbury/sum
lzma 16.04 -8,0.93,70.10,38240,9413,24.62,../web/corpus/canterbury/sum
lzma 16.04 -9,0.94,70.13,38240,9413,24.62,../web/corpus/canterbury/sum
lzmat 1.01,29.99,324.97,38240,14715,38.48,../web/corpus/canterbury/sum
lzo1 2.09 -1,231.83,488.66,38240,21131,55.26,../web/corpus/canterbury/sum
lzo1 2.09 -99,95.73,535.28,38240,18734,48.99,../web/corpus/canterbury/sum
lzo1a 2.09 -1,226.25,605.81,38240,20728,54.21,../web/corpus/canterbury/sum
lzo1a 2.09 -99,96.18,673.54,38240,18382,48.07,../web/corpus/canterbury/sum
lzo1b 2.09 -1,252.09,878.35,38240,18447,48.24,../web/corpus/canterbury/sum
lzo1b 2.09 -2,245.15,880.78,38240,18221,47.65,../web/corpus/canterbury/sum
lzo1b 2.09 -3,231.49,866.33,38240,18245,47.71,../web/corpus/canterbury/sum
lzo1b 2.09 -4,200.96,818.70,38240,18112,47.36,../web/corpus/canterbury/sum
lzo1b 2.09 -5,191.42,807.47,38240,18039,47.17,../web/corpus/canterbury/sum
lzo1b 2.09 -6,181.53,819.44,38240,17809,46.57,../web/corpus/canterbury/sum
lzo1b 2.09 -7,138.50,811.27,38240,17733,46.37,../web/corpus/canterbury/sum
lzo1b 2.09 -8,130.43,813.17,38240,17774,46.48,../web/corpus/canterbury/sum
lzo1b 2.09 -9,144.77,808.42,38240,17624,46.09,../web/corpus/canterbury/sum
lzo1b 2.09 -99,108.21,860.93,38240,16918,44.24,../web/corpus/canterbury/sum
lzo1b 2.09 -999,13.02,977.66,38240,15793,41.30,../web/corpus/canterbury/sum
lzo1c 2.09 -1,271.19,945.04,38240,18227,47.66,../web/corpus/canterbury/sum
lzo1c 2.09 -2,253.61,931.80,38240,18054,47.21,../web/corpus/canterbury/sum
lzo1c 2.09 -3,241.05,918.52,38240,18092,47.31,../web/corpus/canterbury/sum
lzo1c 2.09 -4,183.12,863.77,38240,17911,46.84,../web/corpus/canterbury/sum
lzo1c 2.09 -5,187.75,876.06,38240,17806,46.56,../web/corpus/canterbury/sum
lzo1c 2.09 -6,180.83,878.39,38240,17625,46.09,../web/corpus/canterbury/sum
lzo1c 2.09 -7,128.14,867.53,38240,17450,45.63,../web/corpus/canterbury/sum
lzo1c 2.09 -8,125.67,855.25,38240,17561,45.92,../web/corpus/canterbury/sum
lzo1c 2.09 -9,135.63,859.36,38240,17270,45.16,../web/corpus/canterbury/sum
lzo1c 2.09 -99,103.46,903.93,38240,16637,43.51,../web/corpus/canterbury/sum
lzo1c 2.09 -999,12.03,1085.56,38240,15291,39.99,../web/corpus/canterbury/sum
lzo1f 2.09 -1,238.64,707.68,38240,17667,46.20,../web/corpus/canterbury/sum
lzo1f 2.09 -999,9.68,843.52,38240,14507,37.94,../web/corpus/canterbury/sum
lzo1x 2.09 -1,575.88,793.02,38240,18016,47.11,../web/corpus/canterbury/sum
lzo1x 2.09 -11,604.00,809.40,38240,18689,48.87,../web/corpus/canterbury/sum
lzo1x 2.09 -12,593.74,781.32,38240,18309,47.88,../web/corpus/canterbury/sum
lzo1x 2.09 -15,595.88,793.53,38240,18086,47.30,../web/corpus/canterbury/sum
lzo1x 2.09 -999,5.44,784.78,38240,14214,37.17,../web/corpus/canterbury/sum
lzo1y 2.09 -1,577.73,762.63,38240,18034,47.16,../web/corpus/canterbury/sum
lzo1y 2.09 -999,6.06,727.77,38240,13966,36.52,../web/corpus/canterbury/sum
lzo1z 2.09 -999,5.35,728.12,38240,13952,36.49,../web/corpus/canterbury/sum
lzo2a 2.09 -999,10.37,478.61,38240,15545,40.65,../web/corpus/canterbury/sum
lzrw 15-Jul-1991 -1,239.64,474.17,38240,21718,56.79,../web/corpus/canterbury/sum
lzrw 15-Jul-1991 -2,248.10,536.47,38240,21515,56.26,../web/corpus/canterbury/sum
lzrw 15-Jul-1991 -3,275.59,538.76,38240,20301,53.09,../web/corpus/canterbury/sum
lzrw 15-Jul-1991 -4,269.49,467.75,38240,20003,52.31,../web/corpus/canterbury/sum
lzrw 15-Jul-1991 -5,134.36,494.29,38240,18143,47.45,../web/corpus/canterbury/sum
lzvn 2017-03-08,58.08,1160.93,38240,14109,36.90,../web/corpus/canterbury/sum
quicklz 1.5.0 -1,336.90,535.48,38240,18440,48.22,../web/corpus/canterbury/sum
quicklz 1.5.0 -2,180.31,498.93,38240,16762,43.83,../web/corpus/canterbury/sum
quicklz 1.5.0 -3,74.45,831.29,38240,15641,40.90,../web/corpus/canterbury/sum
shrinker 0.1,356.41,1914.30,38240,17544,45.88,../web/corpus/canterbury/sum
slz_deflate 1.0.0 -1,308.32,351.32,38240,18210,47.62,../web/corpus/canterbury/sum
slz_deflate 1.0.0 -2,322.62,366.43,38240,17137,44.81,../web/corpus/canterbury/sum
slz_deflate 1.0.0 -3,322.33,365.89,38240,17137,44.81,../web/corpus/canterbury/sum
slz_gzip 1.0.0 -1,270.82,315.95,38240,18216,47.64,../web/corpus/canterbury/sum
slz_gzip 1.0.0 -2,281.92,327.11,38240,17143,44.83,../web/corpus/canterbury/sum
slz_gzip 1.0.0 -3,282.36,327.41,38240,17143,44.83,../web/corpus/canterbury/sum
slz_zlib 1.0.0 -1,250.15,277.60,38240,18228,47.67,../web/corpus/canterbury/sum
slz_zlib 1.0.0 -2,259.21,286.66,38240,17155,44.86,../web/corpus/canterbury/sum
slz_zlib 1.0.0 -3,259.05,287.16,38240,17155,44.86,../web/corpus/canterbury/sum
snappy 1.1.4,421.22,1477.99,38240,18722,48.96,../web/corpus/canterbury/sum
wflz 2015-09-16,135.74,1548.12,38240,20815,54.43,../web/corpus/canterbury/sum
xpack 2016-06-02 -1,117.77,454.38,38240,13385,35.00,../web/corpus/canterbury/sum
xpack 2016-06-02 -2,106.64,488.18,38240,12893,33.72,../web/corpus/canterbury/sum
xpack 2016-06-02 -3,101.66,499.66,38240,12738,33.31,../web/corpus/canterbury/sum
xpack 2016-06-02 -4,84.89,575.53,38240,11736,30.69,../web/corpus/canterbury/sum
xpack 2016-06-02 -5,80.64,583.87,38240,11708,30.62,../web/corpus/canterbury/sum
xpack 2016-06-02 -6,76.43,583.51,38240,11691,30.57,../web/corpus/canterbury/sum
xpack 2016-06-02 -7,71.92,583.80,38240,11691,30.57,../web/corpus/canterbury/sum
xpack 2016-06-02 -8,66.34,561.45,38240,11665,30.50,../web/corpus/canterbury/sum
xpack 2016-06-02 -9,59.87,563.20,38240,11670,30.52,../web/corpus/canterbury/sum
xz 5.2.3 -0,24.50,58.55,38240,10159,26.57,../web/corpus/canterbury/sum
xz 5.2.3 -1,22.13,59.06,38240,10256,26.82,../web/corpus/canterbury/sum
xz 5.2.3 -2,20.19,59.18,38240,10244,26.79,../web/corpus/canterbury/sum
xz 5.2.3 -3,16.82,59.16,38240,10237,26.77,../web/corpus/canterbury/sum
xz 5.2.3 -4,5.74,60.63,38240,9438,24.68,../web/corpus/canterbury/sum
xz 5.2.3 -5,4.71,60.66,38240,9421,24.64,../web/corpus/canterbury/sum
xz 5.2.3 -6,4.50,60.57,38240,9406,24.60,../web/corpus/canterbury/sum
xz 5.2.3 -7,1.49,60.57,38240,9406,24.60,../web/corpus/canterbury/sum
xz 5.2.3 -8,1.31,60.54,38240,9406,24.60,../web/corpus/canterbury/sum
xz 5.2.3 -9,1.31,58.88,38240,9406,24.60,../web/corpus/canterbury/sum
zlib 1.2.11 -1,84.21,263.03,38240,14118,36.92,../web/corpus/canterbury/sum
zlib 1.2.11 -2,74.22,273.89,38240,13821,36.14,../web/corpus/canterbury/sum
zlib 1.2.11 -3,54.84,280.65,38240,13801,36.09,../web/corpus/canterbury/sum
zlib 1.2.11 -4,54.59,275.85,38240,13381,34.99,../web/corpus/canterbury/sum
zlib 1.2.11 -5,38.55,282.97,38240,13068,34.17,../web/corpus/canterbury/sum
zlib 1.2.11 -6,24.23,289.20,38240,12990,33.97,../web/corpus/canterbury/sum
zlib 1.2.11 -7,18.94,290.04,38240,12955,33.88,../web/corpus/canterbury/sum
zlib 1.2.11 -8,8.15,292.81,38240,12900,33.73,../web/corpus/canterbury/sum
zlib 1.2.11 -9,3.67,296.74,38240,12838,33.57,../web/corpus/canterbury/sum
zstd 1.3.4 -1,237.22,674.49,38240,13663,35.73,../web/corpus/canterbury/sum
zstd 1.3.4 -2,265.27,655.96,38240,13473,35.23,../web/corpus/canterbury/sum
zstd 1.3.4 -3,200.94,669.21,38240,13398,35.04,../web/corpus/canterbury/sum
zstd 1.3.4 -4,133.56,617.77,38240,12905,33.75,../web/corpus/canterbury/sum
zstd 1.3.4 -5,127.42,621.74,38240,12850,33.60,../web/corpus/canterbury/sum
zstd 1.3.4 -6,96.47,651.71,38240,12565,32.86,../web/corpus/canterbury/sum
zstd 1.3.4 -7,72.18,665.73,38240,12518,32.74,../web/corpus/canterbury/sum
zstd 1.3.4 -8,72.16,666.12,38240,12518,32.74,../web/corpus/canterbury/sum
zstd 1.3.4 -9,64.84,668.46,38240,12503,32.70,../web/corpus/canterbury/sum
zstd 1.3.4 -10,57.12,667.60,38240,12499,32.69,../web/corpus/canterbury/sum
zstd 1.3.4 -11,47.91,668.91,38240,12499,32.69,../web/corpus/canterbury/sum
zstd 1.3.4 -12,37.91,669.77,38240,12491,32.66,../web/corpus/canterbury/sum
zstd 1.3.4 -13,26.47,679.29,38240,12484,32.65,../web/corpus/canterbury/sum
zstd 1.3.4 -14,12.74,583.59,38240,11711,30.62,../web/corpus/canterbury/sum
zstd 1.3.4 -15,10.58,568.63,38240,11523,30.13,../web/corpus/canterbury/sum
zstd 1.3.4 -16,10.28,571.67,38240,11436,29.91,../web/corpus/canterbury/sum
zstd 1.3.4 -17,10.02,569.73,38240,11440,29.92,../web/corpus/canterbury/sum
zstd 1.3.4 -18,9.83,570.62,38240,11448,29.94,../web/corpus/canterbury/sum
zstd 1.3.4 -19,9.79,570.74,38240,11448,29.94,../web/corpus/canterbury/sum
zstd 1.3.4 -20,8.31,569.39,38240,11441,29.92,../web/corpus/canterbury/sum
zstd 1.3.4 -21,8.31,569.51,38240,11441,29.92,../web/corpus/canterbury/sum
zstd 1.3.4 -22,7.55,569.50,38240,11439,29.91,../web/corpus/canterbury/sum
zstd_fast 1.3.4 --5,624.92,1468.40,38240,20925,54.72,../web/corpus/canterbury/sum
zstd_fast 1.3.4 --4,562.67,1484.30,38240,19715,51.56,../web/corpus/canterbury/sum
zstd_fast 1.3.4 --3,456.04,1315.76,38240,19090,49.92,../web/corpus/canterbury/sum
zstd_fast 1.3.4 --2,387.91,1164.47,38240,17466,45.67,../web/corpus/canterbury/sum
zstd_fast 1.3.4 --1,306.88,1054.34,38240,15411,40.30,../web/corpus/canterbury/sum
brotli 2017-12-12 -0,270.42,286.32,4227,2013,47.62,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -1,230.59,299.94,4227,1985,46.96,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -2,103.97,324.06,4227,1878,44.43,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -3,76.28,327.88,4227,1828,43.25,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -4,36.66,330.23,4227,1761,41.66,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -5,30.90,310.31,4227,1655,39.15,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -6,30.64,310.33,4227,1653,39.11,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -7,23.45,313.20,4227,1649,39.01,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -8,22.31,313.81,4227,1649,39.01,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -9,19.31,312.21,4227,1645,38.92,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -10,1.58,260.30,4227,1508,35.68,../web/corpus/canterbury/xargs.1
brotli 2017-12-12 -11,0.76,256.45,4227,1464,34.63,../web/corpus/canterbury/xargs.1
crush 1.0 -0,0.57,412.95,4227,2096,49.59,../web/corpus/canterbury/xargs.1
crush 1.0 -1,0.58,414.70,4227,2077,49.14,../web/corpus/canterbury/xargs.1
crush 1.0 -2,0.57,413.48,4227,2056,48.64,../web/corpus/canterbury/xargs.1
csc 2016-10-13 -1,15.79,39.02,4227,1985,46.96,../web/corpus/canterbury/xargs.1
csc 2016-10-13 -2,13.43,39.83,4227,1950,46.13,../web/corpus/canterbury/xargs.1
csc 2016-10-13 -3,6.77,39.78,4227,1947,46.06,../web/corpus/canterbury/xargs.1
csc 2016-10-13 -4,5.45,39.85,4227,1934,45.75,../web/corpus/canterbury/xargs.1
csc 2016-10-13 -5,5.30,39.85,4227,1934,45.75,../web/corpus/canterbury/xargs.1
density 0.14.2 -1,431.81,385.96,4227,3781,89.45,../web/corpus/canterbury/xargs.1
density 0.14.2 -2,170.51,172.64,4227,3785,89.54,../web/corpus/canterbury/xargs.1
density 0.14.2 -3,63.18,61.80,4227,3661,86.61,../web/corpus/canterbury/xargs.1
fastlz 0.1 -1,513.05,1054.11,4227,2463,58.27,../web/corpus/canterbury/xargs.1
fastlz 0.1 -2,485.47,953.96,4227,2463,58.27,../web/corpus/canterbury/xargs.1
gipfeli 2016-07-13,333.23,584.89,4227,2213,52.35,../web/corpus/canterbury/xargs.1
lz4 1.8.3,660.68,2216.57,4227,2658,62.88,../web/corpus/canterbury/xargs.1
lz4fast 1.8.3 -10,1573.13,4111.87,4227,3683,87.13,../web/corpus/canterbury/xargs.1
lz4fast 1.8.3 -20,2801.19,5766.71,4227,4148,98.13,../web/corpus/canterbury/xargs.1
lz4fast 1.8.3 -30,3135.76,5920.17,4227,4178,98.84,../web/corpus/canterbury/xargs.1
lz4fast 1.8.3 -40,3459.08,6225.33,4227,4200,99.36,../web/corpus/canterbury/xargs.1
lz4fast 1.8.3 -50,4014.25,6975.25,4227,4220,99.83,../web/corpus/canterbury/xargs.1
lz4fast 1.8.3 -60,3510.80,8144.51,4227,4227,100.00,../web/corpus/canterbury/xargs.1
lz4fast 1.8.3 -70,4550.05,7871.51,4227,4245,100.43,../web/corpus/canterbury/xargs.1
lz4fast 1.8.3 -80,4189.30,6720.19,4227,4243,100.38,../web/corpus/canterbury/xargs.1
lz4fast 1.8.3 -90,4639.96,7886.19,4227,4245,100.43,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -1,135.52,2588.49,4227,2429,57.46,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -2,135.38,2582.16,4227,2429,57.46,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -3,133.13,2590.07,4227,2416,57.16,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -4,129.57,2588.49,4227,2410,57.01,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -5,126.98,2585.32,4227,2410,57.01,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -6,126.48,2591.66,4227,2410,57.01,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -7,125.62,2586.90,4227,2410,57.01,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -8,125.76,2591.66,4227,2410,57.01,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -9,125.99,2586.90,4227,2410,57.01,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -10,56.41,2604.44,4227,2404,56.87,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -11,56.65,2604.44,4227,2404,56.87,../web/corpus/canterbury/xargs.1
lz4hc 1.8.3 -12,36.47,2555.62,4227,2401,56.80,../web/corpus/canterbury/xargs.1
lzf 3.6 -0,312.79,765.21,4227,2522,59.66,../web/corpus/canterbury/xargs.1
lzf 3.6 -1,303.58,796.35,4227,2441,57.75,../web/corpus/canterbury/xargs.1
lzfse 2017-03-08,40.08,347.04,4227,1863,44.07,../web/corpus/canterbury/xargs.1
lzg 1.0.8 -1,2.80,894.22,4227,2456,58.10,../web/corpus/canterbury/xargs.1
lzg 1.0.8 -2,2.80,954.39,4227,2392,56.59,../web/corpus/canterbury/xargs.1
lzg 1.0.8 -3,2.80,956.77,4227,2392,56.59,../web/corpus/canterbury/xargs.1
lzg 1.0.8 -4,2.80,940.59,4227,2392,56.59,../web/corpus/canterbury/xargs.1
lzg 1.0.8 -5,2.77,960.68,4227,2392,56.59,../web/corpus/canterbury/xargs.1
lzg 1.0.8 -6,2.76,938.29,4227,2392,56.59,../web/corpus/canterbury/xargs.1
lzg 1.0.8 -7,2.73,937.67,4227,2392,56.59,../web/corpus/canterbury/xargs.1
lzg 1.0.8 -8,2.65,945.21,4227,2392,56.59,../web/corpus/canterbury/xargs.1
lzg 1.0.8 -9,2.31,938.29,4227,2392,56.59,../web/corpus/canterbury/xargs.1
lzham 1.0 -d26 -0,6.41,40.31,4227,2034,48.12,../web/corpus/canterbury/xargs.1
lzham 1.0 -d26 -1,4.88,42.57,4227,1958,46.32,../web/corpus/canterbury/xargs.1
lzham 1.0 -d26 -2,4.81,42.55,4227,1958,46.32,../web/corpus/canterbury/xargs.1
lzham 1.0 -d26 -3,4.78,42.50,4227,1958,46.32,../web/corpus/canterbury/xargs.1
lzham 1.0 -d26 -4,4.78,42.60,4227,1958,46.32,../web/corpus/canterbury/xargs.1
lzjb 2010,449.44,1003.80,4227,2782,65.82,../web/corpus/canterbury/xargs.1
lzlib 1.8 -0,5.59,38.82,4227,1789,42.32,../web/corpus/canterbury/xargs.1
lzlib 1.8 -1,8.98,37.90,4227,1845,43.65,../web/corpus/canterbury/xargs.1
lzlib 1.8 -2,8.13,38.09,4227,1833,43.36,../web/corpus/canterbury/xargs.1
lzlib 1.8 -3,7.18,38.43,4227,1811,42.84,../web/corpus/canterbury/xargs.1
lzlib 1.8 -4,6.07,38.57,4227,1794,42.44,../web/corpus/canterbury/xargs.1
lzlib 1.8 -5,5.26,38.68,4227,1785,42.23,../web/corpus/canterbury/xargs.1
lzlib 1.8 -6,4.92,38.84,4227,1782,42.16,../web/corpus/canterbury/xargs.1
lzlib 1.8 -7,4.75,39.04,4227,1779,42.09,../web/corpus/canterbury/xargs.1
lzlib 1.8 -8,4.64,38.99,4227,1779,42.09,../web/corpus/canterbury/xargs.1
lzlib 1.8 -9,4.40,39.02,4227,1779,42.09,../web/corpus/canterbury/xargs.1
lzma 16.04 -0,19.08,54.91,4227,1799,42.56,../web/corpus/canterbury/xargs.1
lzma 16.04 -1,19.08,54.73,4227,1799,42.56,../web/corpus/canterbury/xargs.1
lzma 16.04 -2,18.48,54.72,4227,1799,42.56,../web/corpus/canterbury/xargs.1
lzma 16.04 -3,15.42,54.77,4227,1799,42.56,../web/corpus/canterbury/xargs.1
lzma 16.04 -4,7.54,54.58,4227,1799,42.56,../web/corpus/canterbury/xargs.1
lzma 16.04 -5,0.29,56.04,4227,1752,41.45,../web/corpus/canterbury/xargs.1
lzma 16.04 -6,0.15,56.04,4227,1752,41.45,../web/corpus/canterbury/xargs.1
lzma 16.04 -7,0.14,56.57,4227,1753,41.47,../web/corpus/canterbury/xargs.1
lzma 16.04 -8,0.15,56.80,4227,1753,41.47,../web/corpus/canterbury/xargs.1
lzma 16.04 -9,0.15,56.76,4227,1753,41.47,../web/corpus/canterbury/xargs.1
lzmat 1.01,107.06,483.86,4227,2105,49.80,../web/corpus/canterbury/xargs.1
lzo1 2.09 -1,556.33,913.95,4227,2556,60.47,../web/corpus/canterbury/xargs.1
lzo1 2.09 -99,97.87,962.21,4227,2312,54.70,../web/corpus/canterbury/xargs.1
lzo1a 2.09 -1,465.94,1199.15,4227,2530,59.85,../web/corpus/canterbury/xargs.1
lzo1a 2.09 -99,95.63,1250.96,4227,2293,54.25,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -1,422.70,1682.72,4227,2539,60.07,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -2,416.99,1675.39,4227,2509,59.36,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -3,387.62,1653.76,4227,2499,59.12,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -4,391.72,1523.24,4227,2428,57.44,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -5,377.31,1537.65,4227,2425,57.37,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -6,343.16,1560.93,4227,2392,56.59,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -7,273.08,1576.65,4227,2373,56.14,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -8,267.68,1542.70,4227,2362,55.88,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -9,210.51,1577.83,4227,2322,54.93,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -99,99.57,1521.60,4227,2301,54.44,../web/corpus/canterbury/xargs.1
lzo1b 2.09 -999,65.12,1518.32,4227,2224,52.61,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -1,532.37,1607.22,4227,2523,59.69,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -2,475.75,1708.57,4227,2492,58.95,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -3,422.66,1703.06,4227,2482,58.72,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -4,463.69,1617.68,4227,2413,57.09,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -5,439.40,1623.90,4227,2409,56.99,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -6,380.09,1618.30,4227,2378,56.26,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -7,188.74,1636.47,4227,2351,55.62,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -8,198.20,1627.65,4227,2343,55.43,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -9,253.22,1653.76,4227,2307,54.58,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -99,123.71,1659.60,4227,2288,54.13,../web/corpus/canterbury/xargs.1
lzo1c 2.09 -999,61.62,1721.09,4227,2202,52.09,../web/corpus/canterbury/xargs.1
lzo1f 2.09 -1,525.88,1512.88,4227,2441,57.75,../web/corpus/canterbury/xargs.1
lzo1f 2.09 -999,54.27,1496.28,4227,2110,49.92,../web/corpus/canterbury/xargs.1
lzo1x 2.09 -1,603.51,1551.76,4227,2460,58.20,../web/corpus/canterbury/xargs.1
lzo1x 2.09 -11,627.43,1561.51,4227,2509,59.36,../web/corpus/canterbury/xargs.1
lzo1x 2.09 -12,624.65,1553.47,4227,2489,58.88,../web/corpus/canterbury/xargs.1
lzo1x 2.09 -15,625.94,1546.65,4227,2468,58.39,../web/corpus/canterbury/xargs.1
lzo1x 2.09 -999,21.62,1351.77,4227,2060,48.73,../web/corpus/canterbury/xargs.1
lzo1y 2.09 -1,602.39,1534.30,4227,2485,58.79,../web/corpus/canterbury/xargs.1
lzo1y 2.09 -999,21.41,1313.14,4227,2073,49.04,../web/corpus/canterbury/xargs.1
lzo1z 2.09 -999,21.04,1137.82,4227,2060,48.73,../web/corpus/canterbury/xargs.1
lzo2a 2.09 -999,46.98,840.02,4227,2025,47.91,../web/corpus/canterbury/xargs.1
lzrw 15-Jul-1991 -1,603.68,914.94,4227,2465,58.32,../web/corpus/canterbury/xargs.1
lzrw 15-Jul-1991 -2,672.45,1169.29,4227,2465,58.32,../web/corpus/canterbury/xargs.1
lzrw 15-Jul-1991 -3,590.53,1021.51,4227,2465,58.32,../web/corpus/canterbury/xargs.1
lzrw 15-Jul-1991 -4,461.56,631.27,4227,2464,58.29,../web/corpus/canterbury/xargs.1
lzrw 15-Jul-1991 -5,171.11,616.36,4227,2336,55.26,../web/corpus/canterbury/xargs.1
lzvn 2017-03-08,45.93,1234.16,4227,2156,51.01,../web/corpus/canterbury/xargs.1
quicklz 1.5.0 -1,209.18,416.70,4227,2472,58.48,../web/corpus/canterbury/xargs.1
quicklz 1.5.0 -2,184.08,375.63,4227,2358,55.78,../web/corpus/canterbury/xargs.1
quicklz 1.5.0 -3,100.25,914.34,4227,2201,52.07,../web/corpus/canterbury/xargs.1
shrinker 0.1,667.03,1846.66,4227,2508,59.33,../web/corpus/canterbury/xargs.1
slz_deflate 1.0.0 -1,389.44,463.13,4227,2403,56.85,../web/corpus/canterbury/xargs.1
slz_deflate 1.0.0 -2,390.30,462.78,4227,2403,56.85,../web/corpus/canterbury/xargs.1
slz_deflate 1.0.0 -3,390.95,461.51,4227,2403,56.85,../web/corpus/canterbury/xargs.1
slz_gzip 1.0.0 -1,334.60,422.70,4227,2409,56.99,../web/corpus/canterbury/xargs.1
slz_gzip 1.0.0 -2,336.30,422.70,4227,2409,56.99,../web/corpus/canterbury/xargs.1
slz_gzip 1.0.0 -3,334.55,421.56,4227,2409,56.99,../web/corpus/canterbury/xargs.1
slz_zlib 1.0.0 -1,300.94,355.33,4227,2421,57.27,../web/corpus/canterbury/xargs.1
slz_zlib 1.0.0 -2,300.90,355.84,4227,2421,57.27,../web/corpus/canterbury/xargs.1
slz_zlib 1.0.0 -3,301.65,354.35,4227,2421,57.27,../web/corpus/canterbury/xargs.1
snappy 1.1.4,567.00,1432.88,4227,2503,59.21,../web/corpus/canterbury/xargs.1
